Month,UNRATE,u_lag1,u_lag2,u_lag3,u_lag4,u_lag5,u_lag6,mask_UNRATE,delta_UNRATE,GDP,lnGDP,mask_GDP,delta_GDP,gdp,,1/1/1951 0:00
3/1/2004 0:00,5.8,5.6,5.7,5.7,5.8,6,6.1,1,1,,0,0,2,,,4/1/2004 0:00
4/1/2004 0:00,5.6,5.8,5.6,5.7,5.7,5.8,6,1,1,14329.523,0.007591872,1,3,,,5/1/2004 0:00
5/1/2004 0:00,5.6,5.6,5.8,5.6,5.7,5.7,5.8,1,1,,0,0,1,,,6/1/2004 0:00
6/1/2004 0:00,5.6,5.6,5.6,5.8,5.6,5.7,5.7,1,1,,0,0,2,,,7/1/2004 0:00
7/1/2004 0:00,5.5,5.6,5.6,5.6,5.8,5.6,5.7,1,1,14464.984,0.009408878,1,3,,,8/1/2004 0:00
8/1/2004 0:00,5.4,5.5,5.6,5.6,5.6,5.8,5.6,1,1,,0,0,1,,,9/1/2004 0:00
9/1/2004 0:00,5.4,5.4,5.5,5.6,5.6,5.6,5.8,1,1,,0,0,2,,,10/1/2004 0:00
10/1/2004 0:00,5.5,5.4,5.4,5.5,5.6,5.6,5.6,1,1,14609.876,0.009966906,1,3,,,11/1/2004 0:00
11/1/2004 0:00,5.4,5.5,5.4,5.4,5.5,5.6,5.6,1,1,,0,0,1,,,12/1/2004 0:00
12/1/2004 0:00,5.4,5.4,5.5,5.4,5.4,5.5,5.6,1,1,,0,0,2,,,1/1/2005 0:00
1/1/2005 0:00,5.3,5.4,5.4,5.5,5.4,5.4,5.5,1,1,14771.602,0.011008815,1,3,,,2/1/2005 0:00
2/1/2005 0:00,5.4,5.3,5.4,5.4,5.5,5.4,5.4,1,1,,0,0,1,,,3/1/2005 0:00
3/1/2005 0:00,5.2,5.4,5.3,5.4,5.4,5.5,5.4,1,1,,0,0,2,,,4/1/2005 0:00
4/1/2005 0:00,5.2,5.2,5.4,5.3,5.4,5.4,5.5,1,1,14839.782,0.004604994,1,3,,,5/1/2005 0:00
5/1/2005 0:00,5.1,5.2,5.2,5.4,5.3,5.4,5.4,1,1,,0,0,1,,,6/1/2005 0:00
6/1/2005 0:00,5,5.1,5.2,5.2,5.4,5.3,5.4,1,1,,0,0,2,,,7/1/2005 0:00
7/1/2005 0:00,5,5,5.1,5.2,5.2,5.4,5.3,1,1,14972.054,0.008873849,1,3,,,8/1/2005 0:00
8/1/2005 0:00,4.9,5,5,5.1,5.2,5.2,5.4,1,1,,0,0,1,,,9/1/2005 0:00
9/1/2005 0:00,5,4.9,5,5,5.1,5.2,5.2,1,1,,0,0,2,,,10/1/2005 0:00
10/1/2005 0:00,5,5,4.9,5,5,5.1,5.2,1,1,15066.597,0.006294777,1,3,,,11/1/2005 0:00
11/1/2005 0:00,5,5,5,4.9,5,5,5.1,1,1,,0,0,1,,,12/1/2005 0:00
12/1/2005 0:00,4.9,5,5,5,4.9,5,5,1,1,,0,0,2,,,1/1/2006 0:00
1/1/2006 0:00,4.7,4.9,5,5,5,4.9,5,1,1,15267.026,0.013215165,1,3,,,2/1/2006 0:00
2/1/2006 0:00,4.8,4.7,4.9,5,5,5,4.9,1,1,,0,0,1,,,3/1/2006 0:00
3/1/2006 0:00,4.7,4.8,4.7,4.9,5,5,5,1,1,,0,0,2,,,4/1/2006 0:00
4/1/2006 0:00,4.7,4.7,4.8,4.7,4.9,5,5,1,1,15302.705,0.002334271,1,3,,,5/1/2006 0:00
5/1/2006 0:00,4.6,4.7,4.7,4.8,4.7,4.9,5,1,1,,0,0,1,,,6/1/2006 0:00
6/1/2006 0:00,4.6,4.6,4.7,4.7,4.8,4.7,4.9,1,1,,0,0,2,,,7/1/2006 0:00
7/1/2006 0:00,4.7,4.6,4.6,4.7,4.7,4.8,4.7,1,1,15326.368,0.001545134,1,3,,,8/1/2006 0:00
8/1/2006 0:00,4.7,4.7,4.6,4.6,4.7,4.7,4.8,1,1,,0,0,1,,,9/1/2006 0:00
9/1/2006 0:00,4.5,4.7,4.7,4.6,4.6,4.7,4.7,1,1,,0,0,2,,,10/1/2006 0:00
10/1/2006 0:00,4.4,4.5,4.7,4.7,4.6,4.6,4.7,1,1,15456.928,0.008482573,1,3,,,11/1/2006 0:00
11/1/2006 0:00,4.5,4.4,4.5,4.7,4.7,4.6,4.6,1,1,,0,0,1,,,12/1/2006 0:00
12/1/2006 0:00,4.4,4.5,4.4,4.5,4.7,4.7,4.6,1,1,,0,0,2,,,1/1/2007 0:00
1/1/2007 0:00,4.6,4.4,4.5,4.4,4.5,4.7,4.7,1,1,15493.328,0.002352163,1,3,,,2/1/2007 0:00
2/1/2007 0:00,4.5,4.6,4.4,4.5,4.4,4.5,4.7,1,1,,0,0,1,,,3/1/2007 0:00
3/1/2007 0:00,4.4,4.5,4.6,4.4,4.5,4.4,4.5,1,1,,0,0,2,,,4/1/2007 0:00
4/1/2007 0:00,4.5,4.4,4.5,4.6,4.4,4.5,4.4,1,1,15582.085,0.005712377,1,3,,,5/1/2007 0:00
5/1/2007 0:00,4.4,4.5,4.4,4.5,4.6,4.4,4.5,1,1,,0,0,1,,,6/1/2007 0:00
6/1/2007 0:00,4.6,4.4,4.5,4.4,4.5,4.6,4.4,1,1,,0,0,2,,,7/1/2007 0:00
7/1/2007 0:00,4.7,4.6,4.4,4.5,4.4,4.5,4.6,1,1,15666.738,0.005418009,1,3,,,8/1/2007 0:00
8/1/2007 0:00,4.6,4.7,4.6,4.4,4.5,4.4,4.5,1,1,,0,0,1,,,9/1/2007 0:00
9/1/2007 0:00,4.7,4.6,4.7,4.6,4.4,4.5,4.4,1,1,,0,0,2,,,10/1/2007 0:00
10/1/2007 0:00,4.7,4.7,4.6,4.7,4.6,4.4,4.5,1,1,15761.967,0.00606002,1,3,,,11/1/2007 0:00
11/1/2007 0:00,4.7,4.7,4.7,4.6,4.7,4.6,4.4,1,1,,0,0,1,,,12/1/2007 0:00
12/1/2007 0:00,5,4.7,4.7,4.7,4.6,4.7,4.6,1,1,,0,0,2,,,1/1/2008 0:00
1/1/2008 0:00,5,5,4.7,4.7,4.7,4.6,4.7,1,1,15671.383,-0.005763576,1,3,,,2/1/2008 0:00
2/1/2008 0:00,4.9,5,5,4.7,4.7,4.7,4.6,1,1,,0,0,1,,,3/1/2008 0:00
3/1/2008 0:00,5.1,4.9,5,5,4.7,4.7,4.7,1,1,,0,0,2,,,4/1/2008 0:00
4/1/2008 0:00,5,5.1,4.9,5,5,4.7,4.7,1,1,15752.308,0.005150584,1,3,,,5/1/2008 0:00
5/1/2008 0:00,5.4,5,5.1,4.9,5,5,4.7,1,1,,0,0,1,,,6/1/2008 0:00
6/1/2008 0:00,5.6,5.4,5,5.1,4.9,5,5,1,1,,0,0,2,,,7/1/2008 0:00
7/1/2008 0:00,5.8,5.6,5.4,5,5.1,4.9,5,1,1,15667.032,-0.005428262,1,3,,,8/1/2008 0:00
8/1/2008 0:00,6.1,5.8,5.6,5.4,5,5.1,4.9,1,1,,0,0,1,,,9/1/2008 0:00
9/1/2008 0:00,6.1,6.1,5.8,5.6,5.4,5,5.1,1,1,,0,0,2,,,10/1/2008 0:00
10/1/2008 0:00,6.5,6.1,6.1,5.8,5.6,5.4,5,1,1,15328.027,-0.021875649,1,3,,,11/1/2008 0:00
11/1/2008 0:00,6.8,6.5,6.1,6.1,5.8,5.6,5.4,1,1,,0,0,1,,,12/1/2008 0:00
12/1/2008 0:00,7.3,6.8,6.5,6.1,6.1,5.8,5.6,1,1,,0,0,2,,,1/1/2009 0:00
1/1/2009 0:00,7.8,7.3,6.8,6.5,6.1,6.1,5.8,1,1,15155.94,-0.011290448,1,3,,,2/1/2009 0:00
2/1/2009 0:00,8.3,7.8,7.3,6.8,6.5,6.1,6.1,1,1,,0,0,1,,,3/1/2009 0:00
3/1/2009 0:00,8.7,8.3,7.8,7.3,6.8,6.5,6.1,1,1,,0,0,2,,,4/1/2009 0:00
4/1/2009 0:00,9,8.7,8.3,7.8,7.3,6.8,6.5,1,1,15134.117,-0.001440935,1,3,,,5/1/2009 0:00
5/1/2009 0:00,9.4,9,8.7,8.3,7.8,7.3,6.8,1,1,,0,0,1,,,6/1/2009 0:00
6/1/2009 0:00,9.5,9.4,9,8.7,8.3,7.8,7.3,1,1,,0,0,2,,,7/1/2009 0:00
7/1/2009 0:00,9.5,9.5,9.4,9,8.7,8.3,7.8,1,1,15189.222,0.003634498,1,3,,,8/1/2009 0:00
8/1/2009 0:00,9.6,9.5,9.5,9.4,9,8.7,8.3,1,1,,0,0,1,,,9/1/2009 0:00
9/1/2009 0:00,9.8,9.6,9.5,9.5,9.4,9,8.7,1,1,,0,0,2,,,10/1/2009 0:00
10/1/2009 0:00,10,9.8,9.6,9.5,9.5,9.4,9,1,1,15356.058,0.010923957,1,3,,,11/1/2009 0:00
11/1/2009 0:00,9.9,10,9.8,9.6,9.5,9.5,9.4,1,1,,0,0,1,,,12/1/2009 0:00
12/1/2009 0:00,9.9,9.9,10,9.8,9.6,9.5,9.5,1,1,,0,0,2,,,1/1/2010 0:00
1/1/2010 0:00,9.8,9.9,9.9,10,9.8,9.6,9.5,1,1,15415.145,0.003840414,1,3,,,2/1/2010 0:00
2/1/2010 0:00,9.8,9.8,9.9,9.9,10,9.8,9.6,1,1,,0,0,1,,,3/1/2010 0:00
3/1/2010 0:00,9.9,9.8,9.8,9.9,9.9,10,9.8,1,1,,0,0,2,,,4/1/2010 0:00
4/1/2010 0:00,9.9,9.9,9.8,9.8,9.9,9.9,10,1,1,15557.277,0.009178036,1,3,,,5/1/2010 0:00
5/1/2010 0:00,9.6,9.9,9.9,9.8,9.8,9.9,9.9,1,1,,0,0,1,,,6/1/2010 0:00
6/1/2010 0:00,9.4,9.6,9.9,9.9,9.8,9.8,9.9,1,1,,0,0,2,,,7/1/2010 0:00
7/1/2010 0:00,9.4,9.4,9.6,9.9,9.9,9.8,9.8,1,1,15671.967,0.007345072,1,3,,,8/1/2010 0:00
8/1/2010 0:00,9.5,9.4,9.4,9.6,9.9,9.9,9.8,1,1,,0,0,1,,,9/1/2010 0:00
9/1/2010 0:00,9.5,9.5,9.4,9.4,9.6,9.9,9.9,1,1,,0,0,2,,,10/1/2010 0:00
10/1/2010 0:00,9.4,9.5,9.5,9.4,9.4,9.6,9.9,1,1,15750.625,0.005006472,1,3,,,11/1/2010 0:00
11/1/2010 0:00,9.8,9.4,9.5,9.5,9.4,9.4,9.6,1,1,,0,0,1,,,12/1/2010 0:00
12/1/2010 0:00,9.3,9.8,9.4,9.5,9.5,9.4,9.4,1,1,,0,0,2,,,1/1/2011 0:00
1/1/2011 0:00,9.1,9.3,9.8,9.4,9.5,9.5,9.4,1,1,15712.754,-0.002407308,1,3,,,2/1/2011 0:00
2/1/2011 0:00,9,9.1,9.3,9.8,9.4,9.5,9.5,1,1,,0,0,1,,,3/1/2011 0:00
3/1/2011 0:00,9,9,9.1,9.3,9.8,9.4,9.5,1,1,,0,0,2,,,4/1/2011 0:00
4/1/2011 0:00,9.1,9,9,9.1,9.3,9.8,9.4,1,1,15825.096,0.007124295,1,3,,,5/1/2011 0:00
5/1/2011 0:00,9,9.1,9,9,9.1,9.3,9.8,1,1,,0,0,1,,,6/1/2011 0:00
6/1/2011 0:00,9.1,9,9.1,9,9,9.1,9.3,1,1,,0,0,2,,,7/1/2011 0:00
7/1/2011 0:00,9,9.1,9,9.1,9,9,9.1,1,1,15820.7,-0.000277825,1,3,,,8/1/2011 0:00
8/1/2011 0:00,9,9,9.1,9,9.1,9,9,1,1,,0,0,1,,,9/1/2011 0:00
9/1/2011 0:00,9,9,9,9.1,9,9.1,9,1,1,,0,0,2,,,10/1/2011 0:00
10/1/2011 0:00,8.8,9,9,9,9.1,9,9.1,1,1,16004.107,0.011526168,1,3,,,11/1/2011 0:00
11/1/2011 0:00,8.6,8.8,9,9,9,9.1,9,1,1,,0,0,1,,,12/1/2011 0:00
12/1/2011 0:00,8.5,8.6,8.8,9,9,9,9.1,1,1,,0,0,2,,,1/1/2012 0:00
1/1/2012 0:00,8.3,8.5,8.6,8.8,9,9,9,1,1,16129.418,0.007799433,1,3,,,2/1/2012 0:00
2/1/2012 0:00,8.3,8.3,8.5,8.6,8.8,9,9,1,1,,0,0,1,,,3/1/2012 0:00
3/1/2012 0:00,8.2,8.3,8.3,8.5,8.6,8.8,9,1,1,,0,0,2,,,4/1/2012 0:00
4/1/2012 0:00,8.2,8.2,8.3,8.3,8.5,8.6,8.8,1,1,16198.807,0.004292788,1,3,,,5/1/2012 0:00
5/1/2012 0:00,8.2,8.2,8.2,8.3,8.3,8.5,8.6,1,1,,0,0,1,,,6/1/2012 0:00
6/1/2012 0:00,8.2,8.2,8.2,8.2,8.3,8.3,8.5,1,1,,0,0,2,,,7/1/2012 0:00
7/1/2012 0:00,8.2,8.2,8.2,8.2,8.2,8.3,8.3,1,1,16220.667,0.001348572,1,3,,,8/1/2012 0:00
8/1/2012 0:00,8.1,8.2,8.2,8.2,8.2,8.2,8.3,1,1,,0,0,1,,,9/1/2012 0:00
9/1/2012 0:00,7.8,8.1,8.2,8.2,8.2,8.2,8.2,1,1,,0,0,2,,,10/1/2012 0:00
10/1/2012 0:00,7.8,7.8,8.1,8.2,8.2,8.2,8.2,1,1,16239.138,0.001138085,1,3,,,11/1/2012 0:00
11/1/2012 0:00,7.7,7.8,7.8,8.1,8.2,8.2,8.2,1,1,,0,0,1,,,12/1/2012 0:00
12/1/2012 0:00,7.9,7.7,7.8,7.8,8.1,8.2,8.2,1,1,,0,0,2,,,1/1/2013 0:00
1/1/2013 0:00,8,7.9,7.7,7.8,7.8,8.1,8.2,1,1,16382.964,0.00881776,1,3,,,2/1/2013 0:00
2/1/2013 0:00,7.7,8,7.9,7.7,7.8,7.8,8.1,1,1,,0,0,1,,,3/1/2013 0:00
3/1/2013 0:00,7.5,7.7,8,7.9,7.7,7.8,7.8,1,1,,0,0,2,,,4/1/2013 0:00
4/1/2013 0:00,7.6,7.5,7.7,8,7.9,7.7,7.8,1,1,16403.18,0.001233204,1,3,,,5/1/2013 0:00
5/1/2013 0:00,7.5,7.6,7.5,7.7,8,7.9,7.7,1,1,,0,0,1,,,6/1/2013 0:00
6/1/2013 0:00,7.5,7.5,7.6,7.5,7.7,8,7.9,1,1,,0,0,2,,,7/1/2013 0:00
7/1/2013 0:00,7.3,7.5,7.5,7.6,7.5,7.7,8,1,1,16531.685,0.007803624,1,3,,,8/1/2013 0:00
8/1/2013 0:00,7.2,7.3,7.5,7.5,7.6,7.5,7.7,1,1,,0,0,1,,,9/1/2013 0:00
9/1/2013 0:00,7.2,7.2,7.3,7.5,7.5,7.6,7.5,1,1,,0,0,2,,,10/1/2013 0:00
10/1/2013 0:00,7.2,7.2,7.2,7.3,7.5,7.5,7.6,1,1,16663.649,0.007950798,1,3,,,11/1/2013 0:00
11/1/2013 0:00,6.9,7.2,7.2,7.2,7.3,7.5,7.5,1,1,,0,0,1,,,12/1/2013 0:00
12/1/2013 0:00,6.7,6.9,7.2,7.2,7.2,7.3,7.5,1,1,,0,0,2,,,1/1/2014 0:00
1/1/2014 0:00,6.6,6.7,6.9,7.2,7.2,7.2,7.3,1,1,16621.696,-0.00252081,1,3,,,2/1/2014 0:00
2/1/2014 0:00,6.7,6.6,6.7,6.9,7.2,7.2,7.2,1,1,,0,0,1,,,3/1/2014 0:00
3/1/2014 0:00,6.7,6.7,6.6,6.7,6.9,7.2,7.2,1,1,,0,0,2,,,4/1/2014 0:00
4/1/2014 0:00,6.2,6.7,6.7,6.6,6.7,6.9,7.2,1,1,16830.111,0.012460774,1,3,,,5/1/2014 0:00
5/1/2014 0:00,6.3,6.2,6.7,6.7,6.6,6.7,6.9,1,1,,0,0,1,,,6/1/2014 0:00
6/1/2014 0:00,6.1,6.3,6.2,6.7,6.7,6.6,6.7,1,1,,0,0,2,,,7/1/2014 0:00
7/1/2014 0:00,6.2,6.1,6.3,6.2,6.7,6.7,6.6,1,1,17033.572,0.012016617,1,3,,,8/1/2014 0:00
8/1/2014 0:00,6.1,6.2,6.1,6.3,6.2,6.7,6.7,1,1,,0,0,1,,,9/1/2014 0:00
9/1/2014 0:00,5.9,6.1,6.2,6.1,6.3,6.2,6.7,1,1,,0,0,2,,,10/1/2014 0:00
10/1/2014 0:00,5.7,5.9,6.1,6.2,6.1,6.3,6.2,1,1,17113.945,0.004707408,1,3,,,11/1/2014 0:00
11/1/2014 0:00,5.8,5.7,5.9,6.1,6.2,6.1,6.3,1,1,,0,0,1,,,12/1/2014 0:00
12/1/2014 0:00,5.6,5.8,5.7,5.9,6.1,6.2,6.1,1,1,,0,0,2,,,1/1/2015 0:00
1/1/2015 0:00,5.7,5.6,5.8,5.7,5.9,6.1,6.2,1,1,17254.744,0.008193492,1,3,,,2/1/2015 0:00
2/1/2015 0:00,5.5,5.7,5.6,5.8,5.7,5.9,6.1,1,1,,0,0,1,,,3/1/2015 0:00
3/1/2015 0:00,5.4,5.5,5.7,5.6,5.8,5.7,5.9,1,1,,0,0,2,,,4/1/2015 0:00
4/1/2015 0:00,5.4,5.4,5.5,5.7,5.6,5.8,5.7,1,1,17397.029,0.008212324,1,3,,,5/1/2015 0:00
5/1/2015 0:00,5.6,5.4,5.4,5.5,5.7,5.6,5.8,1,1,,0,0,1,,,6/1/2015 0:00
6/1/2015 0:00,5.3,5.6,5.4,5.4,5.5,5.7,5.6,1,1,,0,0,2,,,7/1/2015 0:00
7/1/2015 0:00,5.2,5.3,5.6,5.4,5.4,5.5,5.7,1,1,17438.802,0.002398279,1,3,,,8/1/2015 0:00
8/1/2015 0:00,5.1,5.2,5.3,5.6,5.4,5.4,5.5,1,1,,0,0,1,,,9/1/2015 0:00
9/1/2015 0:00,5,5.1,5.2,5.3,5.6,5.4,5.4,1,1,,0,0,2,,,10/1/2015 0:00
10/1/2015 0:00,5,5,5.1,5.2,5.3,5.6,5.4,1,1,17456.225,0.000998595,1,3,,,11/1/2015 0:00
11/1/2015 0:00,5.1,5,5,5.1,5.2,5.3,5.6,1,1,,0,0,1,,,12/1/2015 0:00
12/1/2015 0:00,5,5.1,5,5,5.1,5.2,5.3,1,1,,0,0,2,,,1/1/2016 0:00
1/1/2016 0:00,4.9,5,5.1,5,5,5.1,5.2,1,1,17523.374,0.003839328,1,3,,,2/1/2016 0:00
2/1/2016 0:00,4.9,4.9,5,5.1,5,5,5.1,1,1,,0,0,1,,,3/1/2016 0:00
3/1/2016 0:00,5,4.9,4.9,5,5.1,5,5,1,1,,0,0,2,,,4/1/2016 0:00
4/1/2016 0:00,5,5,4.9,4.9,5,5.1,5,1,1,17622.486,0.005640053,1,3,,,5/1/2016 0:00
5/1/2016 0:00,4.8,5,5,4.9,4.9,5,5.1,1,1,,0,0,1,,,6/1/2016 0:00
6/1/2016 0:00,4.9,4.8,5,5,4.9,4.9,5,1,1,,0,0,2,,,7/1/2016 0:00
7/1/2016 0:00,4.8,4.9,4.8,5,5,4.9,4.9,1,1,17706.705,0.004767681,1,3,,,8/1/2016 0:00
8/1/2016 0:00,4.9,4.8,4.9,4.8,5,5,4.9,1,1,,0,0,1,,,9/1/2016 0:00
9/1/2016 0:00,5,4.9,4.8,4.9,4.8,5,5,1,1,,0,0,2,,,10/1/2016 0:00
10/1/2016 0:00,4.9,5,4.9,4.8,4.9,4.8,5,1,1,17784.185,0.004366198,1,3,,,11/1/2016 0:00
11/1/2016 0:00,4.7,4.9,5,4.9,4.8,4.9,4.8,1,1,,0,0,1,,,12/1/2016 0:00
12/1/2016 0:00,4.7,4.7,4.9,5,4.9,4.8,4.9,1,1,,0,0,2,,,1/1/2017 0:00
1/1/2017 0:00,4.7,4.7,4.7,4.9,5,4.9,4.8,1,1,17863.023,0.004423243,1,3,,,2/1/2017 0:00
2/1/2017 0:00,4.7,4.7,4.7,4.7,4.9,5,4.9,1,1,,0,0,1,,,3/1/2017 0:00
3/1/2017 0:00,4.4,4.7,4.7,4.7,4.7,4.9,5,1,1,,0,0,2,,,4/1/2017 0:00
4/1/2017 0:00,4.4,4.4,4.7,4.7,4.7,4.7,4.9,1,1,17995.15,0.007369455,1,3,,,5/1/2017 0:00
5/1/2017 0:00,4.4,4.4,4.4,4.7,4.7,4.7,4.7,1,1,,0,0,1,,,6/1/2017 0:00
6/1/2017 0:00,4.3,4.4,4.4,4.4,4.7,4.7,4.7,1,1,,0,0,2,,,7/1/2017 0:00
7/1/2017 0:00,4.3,4.3,4.4,4.4,4.4,4.7,4.7,1,1,18120.843,0.006960546,1,3,,,8/1/2017 0:00
8/1/2017 0:00,4.4,4.3,4.3,4.4,4.4,4.4,4.7,1,1,,0,0,1,,,9/1/2017 0:00
9/1/2017 0:00,4.2,4.4,4.3,4.3,4.4,4.4,4.4,1,1,,0,0,2,,,10/1/2017 0:00
10/1/2017 0:00,4.1,4.2,4.4,4.3,4.3,4.4,4.4,1,1,18223.758,0.005663305,1,3,,,11/1/2017 0:00
11/1/2017 0:00,4.2,4.1,4.2,4.4,4.3,4.3,4.4,1,1,,0,0,1,,,12/1/2017 0:00
12/1/2017 0:00,4.1,4.2,4.1,4.2,4.4,4.3,4.3,1,1,,0,0,2,,,1/1/2018 0:00
1/1/2018 0:00,4.1,4.1,4.2,4.1,4.2,4.4,4.3,1,1,18323.963,0.005483529,1,3,,,2/1/2018 0:00
2/1/2018 0:00,4.1,4.1,4.1,4.2,4.1,4.2,4.4,1,1,,0,0,1,,,3/1/2018 0:00
3/1/2018 0:00,4,4.1,4.1,4.1,4.2,4.1,4.2,1,1,,0,0,2,,,4/1/2018 0:00
4/1/2018 0:00,3.9,4,4.1,4.1,4.1,4.2,4.1,1,1,18511.576,0.010186609,1,3,,,5/1/2018 0:00
5/1/2018 0:00,3.8,3.9,4,4.1,4.1,4.1,4.2,1,1,,0,0,1,,,6/1/2018 0:00
6/1/2018 0:00,4,3.8,3.9,4,4.1,4.1,4.1,1,1,,0,0,2,,,7/1/2018 0:00
7/1/2018 0:00,3.9,4,3.8,3.9,4,4.1,4.1,1,1,18664.973,0.0082524,1,3,,,8/1/2018 0:00
8/1/2018 0:00,3.8,3.9,4,3.8,3.9,4,4.1,1,1,,0,0,1,,,9/1/2018 0:00
9/1/2018 0:00,3.7,3.8,3.9,4,3.8,3.9,4,1,1,,0,0,2,,,10/1/2018 0:00
10/1/2018 0:00,3.8,3.7,3.8,3.9,4,3.8,3.9,1,1,18765.256,0.005358409,1,3,,,11/1/2018 0:00
11/1/2018 0:00,3.7,3.8,3.7,3.8,3.9,4,3.8,1,1,,0,0,1,,,12/1/2018 0:00
12/1/2018 0:00,3.9,3.7,3.8,3.7,3.8,3.9,4,1,1,,0,0,2,,,
